report_id,asset_id,created_at,report_type,description,severity,source,lat,lon,image_url
RPT-9cd1584805,RD-00422,2026-02-28T11:58:03.013388+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events.",2,inspection,41.746261,-87.884011,
RPT-a268782186,BRG-0330,2026-02-28T11:49:03.013388+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members.,2,311,41.651125,-87.752571,
RPT-c177565c2e,RD-00412,2026-02-28T11:47:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,3,311,41.704257,-87.692446,https://example.com/images/rd-00412_fatigue.jpg
RPT-d2e5d7cf91,RD-00091,2026-02-28T11:36:03.131493+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members. Field note indicates accelerating trend after recent weather.,5,contractor,,,
RPT-036571c7e9,BRG-0063,2026-02-28T11:36:03.131493+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line. Field note indicates accelerating trend after recent weather.,3,contractor,,,
RPT-8b282b87ec,RD-00909,2026-02-28T11:36:03.131493+00:00,pothole,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Field note indicates accelerating trend after recent weather.,5,311,,,
RPT-914c523a7b,BRG-0142,2026-02-28T11:26:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,3,inspection,41.705742,-87.657857,https://example.com/images/brg-0142_joint.jpg
RPT-797d0192c9,RD-00224,2026-02-28T11:14:03.013388+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence.,4,inspection,42.021544,-87.61808,
RPT-1d1f784bf5,RD-00106,2026-02-28T11:13:03.013388+00:00,pothole,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic.,3,311,41.889738,-87.558937,
RPT-e45ad52c9f,RD-00565,2026-02-28T10:58:03.013388+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence.,5,contractor,41.650299,-87.707772,
RPT-d4693cb3f9,RD-00604,2026-02-28T10:36:03.131493+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line. Field note indicates accelerating trend after recent weather.,3,inspection,,,
RPT-5c3b6f029f,RD-00940,2026-02-28T10:18:03.013388+00:00,pothole,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic.,4,311,42.041849,-87.75524,https://example.com/images/rd-00940_spalling.jpg
RPT-0e0508c774,RD-00918,2026-02-28T09:35:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,4,311,41.858011,-87.657164,https://example.com/images/rd-00918_corrosion.jpg
RPT-3636cfdf99,BRG-0057,2026-02-28T09:34:03.013388+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members.,3,inspection,41.812258,-87.905715,https://example.com/images/brg-0057_fatigue.jpg
RPT-e4f3cad4f4,RD-00938,2026-02-28T08:56:03.013388+00:00,sinkhole,Localized pavement settlement and subgrade void risk near utility crossing.,5,contractor,41.893837,-87.74751,
RPT-7011215c58,RD-00411,2026-02-28T08:54:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,2,contractor,41.874816,-87.561083,
RPT-92e6430d9c,BRG-0250,2026-02-28T08:39:03.013388+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration.,4,inspection,41.648713,-87.682422,
RPT-839d13a30b,BRG-0296,2026-02-28T08:36:03.131493+00:00,scour,Pier scour concerns from high-flow channel migration and undermining signs. Field note indicates accelerating trend after recent weather.,4,inspection,,,
RPT-a9de8e8628,BRG-0292,2026-02-28T08:36:03.131493+00:00,fatigue,Fatigue cracking at welded detail under repeated heavy axle loading. Field note indicates accelerating trend after recent weather.,5,inspection,,,
RPT-b75a2b68ca,BRG-0068,2026-02-28T08:36:03.131493+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation. Field note indicates accelerating trend after recent weather.,4,311,,,
RPT-f99633f27f,RD-00766,2026-02-28T07:36:03.131493+00:00,pothole,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Field note indicates accelerating trend after recent weather.,4,inspection,,,
RPT-b12c546511,RD-00358,2026-02-28T07:36:03.131493+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence. Field note indicates accelerating trend after recent weather.,3,311,,,
RPT-156bc622e8,RD-00783,2026-02-28T06:36:03.131493+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members. Field note indicates accelerating trend after recent weather.,3,contractor,,,
RPT-6d047c6b64,RD-00569,2026-02-28T06:36:03.131493+00:00,pothole,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Field note indicates accelerating trend after recent weather.,4,contractor,,,
RPT-3cfa3f45b4,RD-00944,2026-02-28T06:19:03.013388+00:00,sinkhole,Localized pavement settlement and subgrade void risk near utility crossing.,3,contractor,41.746722,-87.620646,https://example.com/images/rd-00944_washout.jpg
RPT-8fb1da1ac5,RD-00637,2026-02-28T05:36:03.131493+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members. Field note indicates accelerating trend after recent weather.,4,inspection,,,
RPT-beda300764,BRG-0292,2026-02-28T05:36:03.131493+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration. Field note indicates accelerating trend after recent weather.,5,inspection,,,
RPT-90bc2c18ce,BRG-0022,2026-02-28T05:35:03.013388+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration.,3,inspection,41.679538,-87.543086,
RPT-4d9e3bd704,BRG-0048,2026-02-28T05:12:03.013388+00:00,scour,Pier scour concerns from high-flow channel migration and undermining signs.,2,311,41.983693,-87.562388,https://example.com/images/brg-0048_pothole.jpg
RPT-c92a293aac,BRG-0343,2026-02-28T04:36:03.131493+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members. Field note indicates accelerating trend after recent weather.,5,311,,,
RPT-875adbed37,RD-00783,2026-02-28T04:36:03.131493+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation. Field note indicates accelerating trend after recent weather.,5,311,,,
RPT-c571a5bc29,BRG-0056,2026-02-28T03:48:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,2,inspection,41.771826,-87.889999,
RPT-c55c0c8844,RD-00766,2026-02-28T03:36:03.131493+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence. Field note indicates accelerating trend after recent weather.,4,inspection,,,
RPT-028a5999dd,RD-00889,2026-02-28T02:54:03.013388+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence.,4,311,41.881443,-87.910844,https://example.com/images/rd-00889_washout.jpg
RPT-b0705eac3d,BRG-0349,2026-02-28T02:38:03.013388+00:00,scour,Pier scour concerns from high-flow channel migration and undermining signs.,2,contractor,41.832737,-87.63024,https://example.com/images/brg-0349_pothole.jpg
RPT-53d91a1dbb,RD-00589,2026-02-28T02:37:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,3,311,41.728954,-87.781281,
RPT-2b1fa6aca8,RD-00959,2026-02-28T02:35:03.013388+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members.,2,contractor,41.7519,-87.738224,
RPT-6d5366795c,BRG-0168,2026-02-28T02:21:03.013388+00:00,scour,Pier scour concerns from high-flow channel migration and undermining signs.,3,311,41.818209,-87.654474,
RPT-d4fc0b7404,BRG-0061,2026-02-28T02:18:03.013388+00:00,scour,Pier scour concerns from high-flow channel migration and undermining signs.,3,inspection,41.886064,-87.770504,
RPT-54ffcc79e2,RD-00444,2026-02-28T01:27:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,1,311,42.045963,-87.626997,https://example.com/images/rd-00444_joint.jpg
RPT-fdc132ee07,BRG-0047,2026-02-28T01:27:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,1,contractor,41.984456,-87.864814,
RPT-07d3803397,RD-00540,2026-02-28T01:26:03.013388+00:00,pothole,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic.,4,inspection,41.938029,-87.518594,
RPT-0cdb8341a0,RD-00511,2026-02-28T01:00:03.013388+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events.",2,contractor,41.692914,-87.763703,
RPT-a9248cf2b7,BRG-0035,2026-02-28T00:51:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,4,contractor,41.763343,-87.698783,
RPT-091bcfa694,RD-00354,2026-02-28T00:40:03.013388+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events.",4,inspection,41.941479,-87.853979,
RPT-5d30766bac,BRG-0343,2026-02-28T00:36:03.131493+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line. Field note indicates accelerating trend after recent weather.,4,inspection,,,
RPT-d7c144da9d,RD-00180,2026-02-28T00:25:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,3,inspection,41.770245,-87.657642,
RPT-4db26f3db7,RD-00858,2026-02-28T00:20:03.013388+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members.,3,contractor,41.752282,-87.946711,https://example.com/images/rd-00858_joint.jpg
RPT-8e6ee4dc54,RD-00877,2026-02-28T00:17:03.013388+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence.,3,inspection,41.785586,-87.86422,
RPT-1db2bdc423,RD-00494,2026-02-28T00:03:03.013388+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration.,2,contractor,41.697705,-87.916224,
RPT-c6a645c3d6,RD-00899,2026-02-27T23:44:03.013388+00:00,pothole,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic.,3,contractor,41.724709,-87.901374,
RPT-0412d7f987,BRG-0068,2026-02-27T23:36:03.131493+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field note indicates accelerating trend after recent weather.",3,inspection,,,
RPT-c439d1abe2,RD-00723,2026-02-27T23:18:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,4,inspection,41.680472,-87.746673,
RPT-2152062c7a,BRG-0091,2026-02-27T22:44:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,3,contractor,41.716449,-87.842929,
RPT-02cad14e71,RD-00418,2026-02-27T22:37:03.013388+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration.,3,inspection,41.917261,-87.709736,https://example.com/images/rd-00418_drainage.jpg
RPT-7f52546ffc,RD-00358,2026-02-27T22:36:03.131493+00:00,pothole,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Field note indicates accelerating trend after recent weather.,5,inspection,,,
RPT-7ccbb8f390,RD-00569,2026-02-27T22:35:03.013388+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration.,4,311,41.976167,-87.781483,https://example.com/images/rd-00569_corrosion.jpg
RPT-f18a1bbbde,RD-00721,2026-02-27T22:10:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,1,311,41.878874,-87.664477,https://example.com/images/rd-00721_corrosion.jpg
RPT-efe9c52c9f,RD-00864,2026-02-27T22:06:03.013388+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence.,3,311,41.992631,-87.7211,
RPT-4fdcdf9b34,BRG-0024,2026-02-27T21:54:03.013388+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events.",4,contractor,42.031786,-87.5627,
RPT-4f5c1be679,BRG-0130,2026-02-27T21:22:03.013388+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration.,2,311,41.850332,-87.758961,
RPT-57c1a5bfab,RD-00774,2026-02-27T21:20:03.013388+00:00,sinkhole,Localized pavement settlement and subgrade void risk near utility crossing.,3,311,41.888613,-87.759092,https://example.com/images/rd-00774_pothole.jpg
RPT-5488647285,RD-00984,2026-02-27T21:08:03.013388+00:00,sinkhole,Localized pavement settlement and subgrade void risk near utility crossing.,3,311,41.91349,-87.543363,
RPT-f5d03d6cd6,RD-00019,2026-02-27T20:24:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,5,inspection,41.802492,-87.831064,https://example.com/images/rd-00019_washout.jpg
RPT-254b235ba5,BRG-0262,2026-02-27T20:09:03.013388+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration.,4,contractor,41.669883,-87.945213,
RPT-79817bd68e,BRG-0279,2026-02-27T19:29:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,3,contractor,41.822649,-87.55052,https://example.com/images/brg-0279_fatigue.jpg
RPT-6e6ddc86a2,BRG-0065,2026-02-27T19:25:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,5,contractor,41.780679,-87.921291,https://example.com/images/brg-0065_drainage.jpg
RPT-36cf5e0fe0,BRG-0226,2026-02-27T19:23:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,2,contractor,41.771107,-87.923278,
RPT-a70466b9c7,RD-00911,2026-02-27T19:16:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,3,311,42.028756,-87.537414,
RPT-f44e7a527d,RD-00618,2026-02-27T19:14:03.013388+00:00,sinkhole,Localized pavement settlement and subgrade void risk near utility crossing.,2,inspection,42.002254,-87.525966,
RPT-22ffd5b53b,RD-00166,2026-02-27T19:11:03.013388+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence.,3,inspection,41.916932,-87.769607,
RPT-2e81d3f9c0,BRG-0112,2026-02-27T18:58:03.013388+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members.,2,inspection,41.677137,-87.683603,
RPT-4cee253887,RD-00159,2026-02-27T18:36:03.131493+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation. Field note indicates accelerating trend after recent weather.,4,311,,,
RPT-e4515fabdc,RD-00796,2026-02-27T18:22:03.013388+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members.,4,inspection,41.791479,-87.653742,https://example.com/images/rd-00796_washout.jpg
RPT-b8473412aa,RD-00819,2026-02-27T18:17:03.013388+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events.",1,inspection,41.845155,-87.561511,https://example.com/images/rd-00819_fatigue.jpg
RPT-2b73632152,RD-00935,2026-02-27T18:16:03.013388+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence.,2,inspection,41.675395,-87.734077,
RPT-0c719156cf,BRG-0010,2026-02-27T17:33:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,1,contractor,41.735678,-87.746172,https://example.com/images/brg-0010_corrosion.jpg
RPT-f44dba81a3,RD-00629,2026-02-27T17:08:03.013388+00:00,pothole,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic.,4,contractor,42.026848,-87.938556,https://example.com/images/rd-00629_corrosion.jpg
RPT-a723866910,RD-00595,2026-02-27T16:48:03.013388+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence.,3,311,41.907923,-87.60607,https://example.com/images/rd-00595_spalling.jpg
RPT-f7bf053577,RD-00909,2026-02-27T16:36:03.131493+00:00,sinkhole,Localized pavement settlement and subgrade void risk near utility crossing. Field note indicates accelerating trend after recent weather.,5,inspection,,,
RPT-90d1728ad1,RD-00361,2026-02-27T16:29:03.013388+00:00,sinkhole,Localized pavement settlement and subgrade void risk near utility crossing.,4,311,42.026912,-87.66062,https://example.com/images/rd-00361_crack.jpg
RPT-ae4904368a,RD-00296,2026-02-27T16:23:03.013388+00:00,sinkhole,Localized pavement settlement and subgrade void risk near utility crossing.,2,contractor,41.734987,-87.905534,
RPT-ee85802731,BRG-0097,2026-02-27T16:03:03.013388+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events.",3,inspection,41.921083,-87.676556,
RPT-32fb7f8376,RD-00596,2026-02-27T15:46:03.013388+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration.,4,contractor,41.9865,-87.525257,
RPT-9c9c8faf6a,BRG-0029,2026-02-27T15:36:03.131493+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field note indicates accelerating trend after recent weather.",5,inspection,,,
RPT-2326419020,RD-00026,2026-02-27T15:36:03.131493+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation. Field note indicates accelerating trend after recent weather.,4,contractor,,,
RPT-4e3c4c2c14,BRG-0292,2026-02-27T15:36:03.131493+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation. Field note indicates accelerating trend after recent weather.,5,311,,,
RPT-4d3dbcad03,RD-00091,2026-02-27T15:36:03.131493+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line. Field note indicates accelerating trend after recent weather.,5,311,,,
RPT-e7d384e694,RD-00928,2026-02-27T14:57:03.013388+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members.,4,contractor,41.992591,-87.585188,https://example.com/images/rd-00928_pothole.jpg
RPT-6e67535b94,BRG-0181,2026-02-27T14:36:03.131493+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members. Field note indicates accelerating trend after recent weather.,3,contractor,,,
RPT-8da00a1136,BRG-0343,2026-02-27T14:36:03.131493+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation. Field note indicates accelerating trend after recent weather.,4,contractor,,,
RPT-37aa7f8287,RD-00960,2026-02-27T14:31:03.013388+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members.,2,contractor,41.783948,-87.854606,https://example.com/images/rd-00960_joint.jpg
RPT-857afae0dd,RD-00077,2026-02-27T14:14:03.013388+00:00,sinkhole,Localized pavement settlement and subgrade void risk near utility crossing.,3,311,41.675689,-87.642088,https://example.com/images/rd-00077_washout.jpg
RPT-394cf49706,BRG-0137,2026-02-27T13:36:03.131493+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration. Field note indicates accelerating trend after recent weather.,4,inspection,,,
RPT-b1712a3d11,BRG-0343,2026-02-27T13:36:03.131493+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration. Field note indicates accelerating trend after recent weather.,3,inspection,,,
RPT-6b8f1b0dd2,RD-00361,2026-02-27T13:32:03.013388+00:00,sinkhole,Localized pavement settlement and subgrade void risk near utility crossing.,1,311,42.02845,-87.661098,
RPT-277c9c009f,BRG-0353,2026-02-27T12:39:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,4,contractor,41.794497,-87.907914,https://example.com/images/brg-0353_joint.jpg
RPT-18fd817925,RD-00766,2026-02-27T12:36:03.131493+00:00,pothole,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Field note indicates accelerating trend after recent weather.,3,inspection,,,
RPT-e3a47edbd1,BRG-0181,2026-02-27T12:36:03.131493+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence. Field note indicates accelerating trend after recent weather.,3,inspection,,,
RPT-370cce39f4,RD-00909,2026-02-27T12:36:03.131493+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration. Field note indicates accelerating trend after recent weather.,4,311,,,
RPT-d4794e774d,RD-00438,2026-02-27T12:26:03.013388+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration.,2,inspection,41.989544,-87.927226,
RPT-c281c1ed1f,RD-00237,2026-02-27T12:18:03.013388+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence.,3,311,41.782562,-87.936397,
RPT-6ade3533d0,BRG-0239,2026-02-27T11:51:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,2,311,41.936176,-87.723907,https://example.com/images/brg-0239_drainage.jpg
RPT-d032d103e9,RD-00041,2026-02-27T11:20:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,1,contractor,41.942699,-87.834804,
